lilly_id,nct_id,title,phase,lead_sponsor,start_date,doc_type,filename,status,local_path,timestamp
H0P-MC-NP05,NCT05620576,A Chronic Pain Master Protocol (CPMP): A Study of LY3857210 in Participants With Diabetic Peripheral Neuropathic Pain (NP05).,Phase 2,Eli Lilly and Company,2022-11-14,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/H0P-MC-NP05_14NOV2022/SAP_SAP_001.pdf,2026-06-15T12:19:04.968037
J2N-OX-JZNU,NCT05254743,A Study of Pirtobrutinib (LOXO-305) Versus Ibrutinib in Participants With Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL),Phase 3,"Loxo Oncology, Inc.",2022-07-22,N/A,N/A,no_documents,,2026-06-15T12:19:04.968370
HCI198712,NCT07548450,Mosunetuzumab in Combination With Pirtobrutinib in Patients With Relapsed or Refractory Waldenstrom Macroglobulinemia (MPOWER),Phase 2,University of Utah,2026-06,N/A,N/A,no_documents,,2026-06-15T12:19:04.968519
F3Z-MC-IORN,NCT04667182,A Study of Glucose Control in Participants With Type 1 and Type 2 Diabetes,N/A (Observational),Eli Lilly and Company,2021-01-25,N/A,N/A,no_documents,,2026-06-15T12:19:04.968623
J3G-MC-S003,NCT05154968,A Study of Two Formulations (Both Refrigerated and Room Temperature) Using an Autoinjector Device in Healthy Participants,Phase 1,Eli Lilly and Company,2021-11-24,N/A,N/A,no_documents,,2026-06-15T12:19:04.968710
J1I-MC-GZBK,NCT05929079,A Study of Retatrutide (LY3437943) in Participants With Type 2 Diabetes Mellitus Who Have Obesity or Overweight,Phase 3,Eli Lilly and Company,2023-07-11,N/A,N/A,no_documents,,2026-06-15T12:19:04.968801
J1I-MC-GZBO,NCT06383390,The Effect of Retatrutide Once Weekly on Cardiovascular Outcomes and Kidney Outcomes in Adults Living With Obesity (TRIUMPH-Outcomes),Phase 3,Eli Lilly and Company,2024-04-30,N/A,N/A,no_documents,,2026-06-15T12:19:04.968896
I6T-MC-AMBA,NCT05784246,A Study of Mirikizumab (LY3074828) in Pediatric Participants With Moderately to Severely or Active Ulcerative Colitis,Phase 3,Eli Lilly and Company,2023-11-22,N/A,N/A,no_documents,,2026-06-15T12:19:04.969003
H6O-MC-O017,NCT05692869,A Study of Continuous Blood Pressure Monitoring in Healthy Participants,N/A,Eli Lilly and Company,2023-01-31,N/A,N/A,no_documents,,2026-06-15T12:19:04.969086
J3K-MC-KIAB,NCT06220669,A Study of LY3541860 in Adult Participants With Relapsing Multiple Sclerosis,Phase 2,Eli Lilly and Company,2024-03-19,N/A,N/A,no_documents,,2026-06-15T12:19:04.969156
J3F-MC-EZCC,NCT07269210,A Study of Solbinsiran (LY3561774) in Participants With Severe Hypertriglyceridemia,Phase 2,Eli Lilly and Company,2025-12-08,N/A,N/A,no_documents,,2026-06-15T12:19:04.969235
I6T-MC-AMBX,NCT05069896,A Study to Compare Two Formulations of Mirikizumab (LY3074828) in Healthy Participants,Phase 1,Eli Lilly and Company,2021-10-05,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBX_05OCT2021/Prot_Prot_000.pdf,2026-06-15T12:19:06.568634
I6T-MC-AMBX,NCT05069896,A Study to Compare Two Formulations of Mirikizumab (LY3074828) in Healthy Participants,Phase 1,Eli Lilly and Company,2021-10-05,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBX_05OCT2021/SAP_SAP_001.pdf,2026-06-15T12:19:07.776202
J1I-MC-GZBS,NCT05959096,A Study of LY3437943 in Healthy Participants With a High Body Mass Index,Phase 1,Eli Lilly and Company,2023-07-18,N/A,N/A,no_documents,,2026-06-15T12:19:07.776945
J2V-MC-GZLB,NCT05407961,A Study of LY3532226 in Participants With Type 2 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2022-06-07,N/A,N/A,no_documents,,2026-06-15T12:19:07.777143
J2J-MC-JZLD,NCT04840888,A Study of LY3484356 in Healthy Female Participants,Phase 1,Eli Lilly and Company,2021-04-26,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLD_26APR2021/Prot_Prot_000.pdf,2026-06-15T12:19:09.024019
J2J-MC-JZLD,NCT04840888,A Study of LY3484356 in Healthy Female Participants,Phase 1,Eli Lilly and Company,2021-04-26,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLD_26APR2021/SAP_SAP_001.pdf,2026-06-15T12:19:10.276481
I3Y-IN-JPEC,NCT04707196,A Study of Abemaciclib in Indian Women With Advanced Breast Cancer,Phase 4,Eli Lilly and Company,2021-02-22,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I3Y-IN-JPEC_22FEB2021/Prot_Prot_000.pdf,2026-06-15T12:19:11.713191
I3Y-IN-JPEC,NCT04707196,A Study of Abemaciclib in Indian Women With Advanced Breast Cancer,Phase 4,Eli Lilly and Company,2021-02-22,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I3Y-IN-JPEC_22FEB2021/SAP_SAP_001.pdf,2026-06-15T12:19:12.717436
J1A-MC-KDAF,NCT05516758,A Study of Peresolimab (LY3462817) in Participants With Moderately-to-Severely Active Rheumatoid Arthritis,Phase 2,Eli Lilly and Company,2022-08-31,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J1A-MC-KDAF_31AUG2022/Prot_Prot_000.pdf,2026-06-15T12:19:13.974669
J1A-MC-KDAF,NCT05516758,A Study of Peresolimab (LY3462817) in Participants With Moderately-to-Severely Active Rheumatoid Arthritis,Phase 2,Eli Lilly and Company,2022-08-31,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J1A-MC-KDAF_31AUG2022/SAP_SAP_001.pdf,2026-06-15T12:19:15.148256
J2S-MC-GZMM,NCT07165015,A Study of Pharmacokinetics and Safety of LY3537031 in Participants With Normal Renal Function and Participants With Renal Impairment,Phase 1,Eli Lilly and Company,2025-09-18,N/A,N/A,no_documents,,2026-06-15T12:19:15.148986
2025-4343,NCT07472608,Obesity Medicine Bank of the Quebec Heart and Lung Institute - Laval University (IUCPQ-ULaval),N/A (Observational),"Institut universitaire de cardiologie et de pneumologie de Québec, University Laval",2026-06-01,N/A,N/A,no_documents,,2026-06-15T12:19:15.149178
NCI-2023-05595,NCT06025747,A Phase 1 Study of Neoadjuvant Abemaciclib in Combination With Radiation Therapy for Liposarcomas,Phase 1,University of Washington,2025-03-19,N/A,N/A,no_documents,,2026-06-15T12:19:15.149342
A-40195,NCT06989281,Evaluation of a Primary Care Based Lifestyle Medicine Clinic at UAB,N/A,University of Alabama at Birmingham,2025-05-03,N/A,N/A,no_documents,,2026-06-15T12:19:15.149491
I8H-MC-BDDD,NCT05615532,A Relative Bioavailability Study of LY3209590 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-11-11,N/A,N/A,no_documents,,2026-06-15T12:19:15.149611
J3P-MC-FTAB,NCT05222399,A Study of LY3871801 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-02-04,N/A,N/A,no_documents,,2026-06-15T12:19:15.149729
I6T-MC-AMCE,NCT06937099,Mirikizumab and Tirzepatide Administered in Adult Participants With Moderately to Severely Active Crohn's Disease and Obesity or Overweight,Phase 3,Eli Lilly and Company,2025-06-26,N/A,N/A,no_documents,,2026-06-15T12:19:15.149801
J3R-MC-YDAC,NCT06345066,A Study of LY3841136 in Overweight and Obese Participants,Phase 1,Eli Lilly and Company,2024-04-03,N/A,N/A,no_documents,,2026-06-15T12:19:15.149986
NCI-2021-11123,NCT05113537,Abemaciclib Before 177Lu-PSMA-617 for the Treatment of Metastatic Castrate Resistant Prostate Cancer,Phase 1/Phase 2,Vadim S Koshkin,2022-07-08,N/A,N/A,no_documents,,2026-06-15T12:19:15.150108
23-429,NCT06043674,"Phase 2 Study of Glofitamab Monotherapy & With Polatuzumab Vedotin, Pirtobrutinib, or Atezolizumab in Richter's Transformation",Phase 2,Christine Ryan,2024-01-22,N/A,N/A,no_documents,,2026-06-15T12:19:15.150170
J4M-MC-PWMP,NCT06672549,A Platform Trial for Pediatric Participants With Obesity or Overweight (LY900040),Phase 3,Eli Lilly and Company,2024-11-18,N/A,N/A,no_documents,,2026-06-15T12:19:15.150247
J6V-MC-OIAB,NCT07339722,A Study of LY4515100 in Healthy Participants,Phase 1,Eli Lilly and Company,2026-01-15,N/A,N/A,no_documents,,2026-06-15T12:19:15.150316
I8F-MC-GPIU,NCT05963022,A Study of Tirzepatide (LY3298176) in Chinese Participants With Type 2 Diabetes (SURPASS-CN-MONO),Phase 3,Eli Lilly and Company,2023-08-21,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIU_21AUG2023/Prot_Prot_000.pdf,2026-06-15T12:19:16.522193
I8F-MC-GPIU,NCT05963022,A Study of Tirzepatide (LY3298176) in Chinese Participants With Type 2 Diabetes (SURPASS-CN-MONO),Phase 3,Eli Lilly and Company,2023-08-21,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIU_21AUG2023/SAP_SAP_001.pdf,2026-06-15T12:19:17.524179
J2N-MC-KLAA,NCT06104683,A Study of Pirtobrutinib (LY3527727 [LOXO-305]) Versus Placebo in Participants With Relapsing Multiple Sclerosis,Phase 2,"Loxo Oncology, Inc.",2024-05-01,N/A,N/A,no_documents,,2026-06-15T12:19:17.524401
I8F-MC-GPHL,NCT04657003,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have Obesity or Are Overweight,Phase 3,Eli Lilly and Company,2021-03-29,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPHL_29MAR2021/Prot_Prot_000.pdf,2026-06-15T12:19:19.009282
I8F-MC-GPHL,NCT04657003,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have Obesity or Are Overweight,Phase 3,Eli Lilly and Company,2021-03-29,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPHL_29MAR2021/SAP_SAP_001.pdf,2026-06-15T12:19:20.189176
J1I-MC-GZBJ,NCT05929066,A Study of Retatrutide (LY3437943) in Participants Who Have Obesity or Overweight,Phase 3,Eli Lilly and Company,2023-07-10,N/A,N/A,no_documents,,2026-06-15T12:19:20.189448
J2J-MC-JZLH,NCT05514054,A Study of Imlunestrant Versus Standard Endocrine Therapy in Participants With Early Breast Cancer,Phase 3,Eli Lilly and Company,2022-10-04,N/A,N/A,no_documents,,2026-06-15T12:19:20.189591
STU-2020-1043,NCT04614194,Single Cell Immune and Non-immune Correlates of Response to Neoadjuvant Abemaciclib,Phase 2,University of Texas Southwestern Medical Center,2021-04-15,N/A,N/A,no_documents,,2026-06-15T12:19:20.189676
PRO00028925,NCT05305924,"Fulvestrant+Abemaciclib With Run-In of Fulvestrant in Er-Positive, Her2-Negative Metastatic Breast Cancer",Phase 2,The Methodist Hospital Research Institute,2021-02-25,N/A,N/A,no_documents,,2026-06-15T12:19:20.189742
J3H-JE-GZNG,NCT06869018,A Study of LY3549492 in Japanese Participants With Type 2 Diabetes Mellitus (T2D) and Healthy Japanese Participants,Phase 1,Eli Lilly and Company,2025-05-07,N/A,N/A,no_documents,,2026-06-15T12:19:20.189805
GN24RH568,NCT07443956,Combination of Biologic and Anti-obesity Therapies in Psoriatic Arthritis,N/A,NHS Greater Glasgow and Clyde,2026-03-09,N/A,N/A,no_documents,,2026-06-15T12:19:20.189900
J1I-MC-GZBE,NCT05548231,A Study of LY3437943 in Chinese Participants With Obesity Or Overweight,Phase 1,Eli Lilly and Company,2022-10-24,N/A,N/A,no_documents,,2026-06-15T12:19:20.189985
J2O-MC-EKBE,NCT05778864,A Study of LY3473329 in Participants With Impaired and Normal Renal Function,Phase 1,Eli Lilly and Company,2023-03-17,N/A,N/A,no_documents,,2026-06-15T12:19:20.190088
J2S-MC-GZMN,NCT07202871,A Study of How the Body Absorbs LY3537031,Phase 1,Eli Lilly and Company,2025-11-03,N/A,N/A,no_documents,,2026-06-15T12:19:20.190142
J5D-MC-FPAC,NCT07533006,A Study of LY4005130 in Adult Participants With Severe Alopecia Areata (Hair Loss),Phase 2,Eli Lilly and Company,2026-04-14,N/A,N/A,no_documents,,2026-06-15T12:19:20.190210
J7A-MC-NGAA,NCT07566338,A Study of LY4302814 in Healthy Participants,Phase 1,Eli Lilly and Company,2026-05,N/A,N/A,no_documents,,2026-06-15T12:19:20.190279
J4D-MC-EZFA,NCT05609825,A Study of LY3875383 in Healthy Participants and Participants With Hypertriglyceridemia,Phase 1,Eli Lilly and Company,2022-11-14,N/A,N/A,no_documents,,2026-06-15T12:19:20.190346
J2A-MC-GZPW,NCT07241390,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),Phase 3,Eli Lilly and Company,2025-12-01,N/A,N/A,no_documents,,2026-06-15T12:19:20.190407
J5T-OX-JXCA,NCT04647526,Study Evaluating mCRPC Treatment Using PSMA [Lu-177]-PNT2002 Therapy After Second-line Hormonal Treatment,Phase 3,"POINT Biopharma, a wholly owned subsidiary of Eli Lilly and Company",2021-02-25,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J5T-OX-JXCA_25FEB2021/Prot_Prot_000.pdf,2026-06-15T12:19:21.942559
J5T-OX-JXCA,NCT04647526,Study Evaluating mCRPC Treatment Using PSMA [Lu-177]-PNT2002 Therapy After Second-line Hormonal Treatment,Phase 3,"POINT Biopharma, a wholly owned subsidiary of Eli Lilly and Company",2021-02-25,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J5T-OX-JXCA_25FEB2021/SAP_SAP_001.pdf,2026-06-15T12:19:23.501309
AK-antiVegf-LTFU,NCT07503613,Long Term Follow-up Study of AAVAnc80-antiVEGF Gene Therapy,N/A (Observational),"Akouos, Inc.",2026-03-02,N/A,N/A,no_documents,,2026-06-15T12:19:23.501775
J2A-MC-GZGN,NCT05841238,A Multiple Dose Study of LY3502970 in Healthy Overweight and Obese Participants,Phase 1,Eli Lilly and Company,2023-04-26,N/A,N/A,no_documents,,2026-06-15T12:19:23.501956
J3M-MC-JZQM,NCT07439250,A Study of Olomorasib (LY3537982) in Healthy Participants,Phase 1,Eli Lilly and Company,2026-03-02,N/A,N/A,no_documents,,2026-06-15T12:19:23.502050
J2A-JE-GZPD,NCT05931380,A Study of Once-Daily Oral Orforglipron (LY3502970) in Japanese Adult Participants With Obesity Disease,Phase 3,Eli Lilly and Company,2023-07-31,N/A,N/A,no_documents,,2026-06-15T12:19:23.502114
I5T-MC-AACW,NCT07571161,Donanemab (LY3002813) Trial in Chinese Participants With Cognitively Unimpaired (Preclinical) Alzheimer's Disease,Phase 3,Eli Lilly and Company,2026-04,N/A,N/A,no_documents,,2026-06-15T12:19:23.502180
CEI-001-20181109,NCT04974333,Development of an Information Board and Mobile Application for the Care of Type 2 Diabetes,N/A,"General Health Council, Mexico",2021-10-04,N/A,N/A,no_documents,,2026-06-15T12:19:23.502254
I8B-MC-ITTA,NCT06370715,A Study of LY900014 in Adult Participants With Type 2 Diabetes Mellitus in India,Phase 4,Eli Lilly and Company,2024-04-18,N/A,N/A,no_documents,,2026-06-15T12:19:23.502310
J3R-JE-YDAB,NCT06297616,A Study of LY3841136 in Japanese Participants With Obesity or Overweight,Phase 1,Eli Lilly and Company,2024-04-15,N/A,N/A,no_documents,,2026-06-15T12:19:23.502375
J6M-MC-JSGB,NCT06901336,A Study of LY4064809 [14C]-STX-478 in Healthy Male Participants,Phase 1,"Scorpion Therapeutics, a wholly owned subsidiary of Eli Lilly and Company",2025-03-20,N/A,N/A,no_documents,,2026-06-15T12:19:23.502432
J5C-MC-FOAD,NCT06937411,"A Phase I Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of DC-853 in Healthy Participants",Phase 1,Eli Lilly and Company,2023-02-13,N/A,N/A,no_documents,,2026-06-15T12:19:23.502481
I4V-MC-JAJJ,NCT07222137,A Study of Baricitinib (LY3009104) for the Delay of Stage 3 Type 1 Diabetes in At-Risk Children and Adults,Phase 3,Eli Lilly and Company,2026-01-12,N/A,N/A,no_documents,,2026-06-15T12:19:23.502538
I8B-MC-ITTC,NCT05067270,A Study of Infusion Site Pain After Infusion of Excipients in Participants With Type 1 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2021-10-22,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8B-MC-ITTC_22OCT2021/Prot_Prot_000.pdf,2026-06-15T12:19:25.059101
I8B-MC-ITTC,NCT05067270,A Study of Infusion Site Pain After Infusion of Excipients in Participants With Type 1 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2021-10-22,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8B-MC-ITTC_22OCT2021/SAP_SAP_001.pdf,2026-06-15T12:19:26.571326
J3P-MC-FTAC,NCT05960851,A Study of LY3871801 in Healthy Asian and Non-Asian Participants,Phase 1,Eli Lilly and Company,2023-08-09,N/A,N/A,no_documents,,2026-06-15T12:19:26.571713
J2T-MC-KGBV,NCT06243198,A Study to Investigate the Safety and Pharmacokinetics of Lebrikizumab in Healthy Chinese Participants,Phase 1,Eli Lilly and Company,2024-03-28,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBV_28MAR2024/Prot_Prot_000.pdf,2026-06-15T12:19:27.788842
J2T-MC-KGBV,NCT06243198,A Study to Investigate the Safety and Pharmacokinetics of Lebrikizumab in Healthy Chinese Participants,Phase 1,Eli Lilly and Company,2024-03-28,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBV_28MAR2024/SAP_SAP_001.pdf,2026-06-15T12:19:28.986851
202107009,NCT05263505,Baricitinib for the Treatment of Ocular Mucous Membrane Pemphigoid,Phase 2,Washington University School of Medicine,2022-02-21,Prot_SAP,Prot_SAP_000.pdf,downloaded,lilly_trial_docs/202107009_21FEB2022/Prot_SAP_Prot_SAP_000.pdf,2026-06-15T12:19:29.976946
