lilly_id,nct_id,title,phase,lead_sponsor,start_date,doc_type,filename,status,local_path,timestamp
I8F-MC-GPGV,NCT05260021,A Study to Evaluate Tirzepatide (LY3298176) in Pediatric and Adolescent Participants With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin or Basal Insulin or Both,Phase 3,Eli Lilly and Company,2022-04-13,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPGV_13APR2022/Prot_Prot_000.pdf,2026-06-15T12:18:12.823970
I8F-MC-GPGV,NCT05260021,A Study to Evaluate Tirzepatide (LY3298176) in Pediatric and Adolescent Participants With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin or Basal Insulin or Both,Phase 3,Eli Lilly and Company,2022-04-13,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPGV_13APR2022/SAP_SAP_001.pdf,2026-06-15T12:18:13.854814
J5L-MC-YHAA,NCT07152002,A Study of LY4064912 in Healthy Participants and With Overweight or Obesity,Phase 1,Eli Lilly and Company,2025-08-28,N/A,N/A,no_documents,,2026-06-15T12:18:13.855090
J6M-MC-JSGD,NCT07174336,A Study of Tersolisib (LY4064809/STX-478) With Other Anti-Cancer Treatments in Participants With Advanced Breast Cancer With a Genetic Change (PIK3CA),Phase 3,Eli Lilly and Company,2025-12-22,N/A,N/A,no_documents,,2026-06-15T12:18:13.855177
J2T-NS-X002,NCT07620561,Efficacy and Speed of Response of Lebrikizumab in High-Burden Prurigo Nodularis Patients,Phase 2,"University of Maryland, Baltimore",2026-06,N/A,N/A,no_documents,,2026-06-15T12:18:13.855263
IXE-1001,NCT06085079,Ixekizumab for the Management of Refractory Non-Infectious Uveitis: A Proof-of-Concept Study,Phase 4,Massachusetts Eye Research and Surgery Institution,2022-06-01,N/A,N/A,no_documents,,2026-06-15T12:18:13.855350
I5T-MC-AACO,NCT05508789,A Study of Donanemab (LY3002813) in Participants With Early Symptomatic Alzheimer's Disease (TRAILBLAZER-ALZ 5),Phase 3,Eli Lilly and Company,2022-10-10,N/A,N/A,no_documents,,2026-06-15T12:18:13.855432
J1R-MC-GZFC,NCT05582096,A Study of LY3457263 in Obese Participants,Phase 1,Eli Lilly and Company,2022-11-11,N/A,N/A,no_documents,,2026-06-15T12:18:13.855546
I8F-JE-GPHZ,NCT04844918,A Study of Tirzepatide (LY3298176) in Participants With Obesity Disease,Phase 3,Eli Lilly and Company,2021-05-10,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-JE-GPHZ_10MAY2021/Prot_Prot_000.pdf,2026-06-15T12:18:15.525809
I8F-JE-GPHZ,NCT04844918,A Study of Tirzepatide (LY3298176) in Participants With Obesity Disease,Phase 3,Eli Lilly and Company,2021-05-10,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-JE-GPHZ_10MAY2021/SAP_SAP_001.pdf,2026-06-15T12:18:16.570501
J2L-MC-EZBB,NCT04840914,A Study of LY3461767 in Participants With Chronic Heart Failure With Reduced Ejection Fraction,Phase 1,Eli Lilly and Company,2021-06-01,N/A,N/A,no_documents,,2026-06-15T12:18:16.571228
I8F-MC-GPHP,NCT06075667,A Study of Tirzepatide (LY3298176) Once Weekly in Adolescent Participants Who Have Obesity or Overweight With Weight-Related Comorbidities,Phase 3,Eli Lilly and Company,2023-10-16,N/A,N/A,no_documents,,2026-06-15T12:18:16.571336
202308161,NCT05980000,Ramucirumab and Pembrolizumab vs Pembrolizumab Monotherapy in PD-L1 Positive Head and Neck Squamous-Cell Carcinoma,Phase 2,Washington University School of Medicine,2023-10-27,N/A,N/A,no_documents,,2026-06-15T12:18:16.571417
J1S-MC-JP04,NCT05440786,CAMPFIRE: A Study of Abemaciclib (LY2835219) in Participants With Ewing's Sarcoma,Phase 2,Eli Lilly and Company,2022-09-20,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J1S-MC-JP04_20SEP2022/Prot_Prot_000.pdf,2026-06-15T12:18:18.096965
J1S-MC-JP04,NCT05440786,CAMPFIRE: A Study of Abemaciclib (LY2835219) in Participants With Ewing's Sarcoma,Phase 2,Eli Lilly and Company,2022-09-20,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J1S-MC-JP04_20SEP2022/SAP_SAP_001.pdf,2026-06-15T12:18:19.112570
J2O-MC-EKBD,NCT06342596,A Study of Carbon-14-Labelled [14C] LY3473329 in Healthy Male Participants,Phase 1,Eli Lilly and Company,2024-03-05,N/A,N/A,no_documents,,2026-06-15T12:18:19.113028
J3L-MC-EZEF,NCT06292013,A Study to Investigate the Effect of Lepodisiran on the Reduction of Major Adverse Cardiovascular Events in Adults With Elevated Lipoprotein(a) - ACCLAIM-Lp(a),Phase 3,Eli Lilly and Company,2024-03-05,N/A,N/A,no_documents,,2026-06-15T12:18:19.113152
J2A-MC-GZPN,NCT06584916,A Study of Orforglipron for the Maintenance of Body Weight Reduction in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities (ATTAIN-MAINTAIN),Phase 3,Eli Lilly and Company,2024-09-13,N/A,N/A,no_documents,,2026-06-15T12:18:19.113235
J2P-MC-LXBE,NCT05615467,A Study of Effect of LY3556050 on Metformin in Healthy Participants,Phase 1,Eli Lilly and Company,2022-11-15,N/A,N/A,no_documents,,2026-06-15T12:18:19.113319
J4C-OX-JZUD,NCT05894928,A Study to Evaluate the Effect of Cholestyramine on LOXO-783 in Healthy Participants,Phase 1,Eli Lilly and Company,2023-06-07,N/A,N/A,no_documents,,2026-06-15T12:18:19.113389
H0P-MC-NP03,NCT04707157,Chronic Pain Master Protocol (CPMP): A Study of LY3556050 in Participants With Diabetic Peripheral Neuropathic Pain,Phase 2,Eli Lilly and Company,2021-05-06,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/H0P-MC-NP03_06MAY2021/Prot_Prot_000.pdf,2026-06-15T12:18:21.495813
H0P-MC-NP03,NCT04707157,Chronic Pain Master Protocol (CPMP): A Study of LY3556050 in Participants With Diabetic Peripheral Neuropathic Pain,Phase 2,Eli Lilly and Company,2021-05-06,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/H0P-MC-NP03_06MAY2021/SAP_SAP_001.pdf,2026-06-15T12:18:22.514363
J2N-MC-JZ02,NCT07162181,Long-Term Safety of Pirtobrutinib in Participants With Previously Treated Types of Blood Cancers,Phase 2,Eli Lilly and Company,2025-08-07,N/A,N/A,no_documents,,2026-06-15T12:18:22.514897
J5N-OX-JJEA,NCT06229366,[Ac-225]-PSMA-62 Trial in Oligometastatic Hormone Sensitive and Metastatic Castration Resistant Prostate Cancer,Phase 1,Eli Lilly and Company,2024-04-03,N/A,N/A,no_documents,,2026-06-15T12:18:22.515158
I3Y-MC-JPEG,NCT05288166,A Study of Abemaciclib (LY2835219) With Abiraterone in Men With Prostate Cancer That Has Spread to Other Parts of the Body and is Expected to Respond to Hormonal Treatment (Metastatic Hormone-Sensitive Prostate Cancer),Phase 3,Eli Lilly and Company,2022-04-14,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I3Y-MC-JPEG_14APR2022/Prot_Prot_000.pdf,2026-06-15T12:18:24.987653
I3Y-MC-JPEG,NCT05288166,A Study of Abemaciclib (LY2835219) With Abiraterone in Men With Prostate Cancer That Has Spread to Other Parts of the Body and is Expected to Respond to Hormonal Treatment (Metastatic Hormone-Sensitive Prostate Cancer),Phase 3,Eli Lilly and Company,2022-04-14,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I3Y-MC-JPEG_14APR2022/SAP_SAP_001.pdf,2026-06-15T12:18:26.858795
I6T-MC-AMBY,NCT05644353,A Bioequivalence Study of Mirikizumab (LY3074828) Solution in Healthy Participants,Phase 1,Eli Lilly and Company,2022-12-05,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBY_05DEC2022/Prot_Prot_000.pdf,2026-06-15T12:18:28.024053
I6T-MC-AMBY,NCT05644353,A Bioequivalence Study of Mirikizumab (LY3074828) Solution in Healthy Participants,Phase 1,Eli Lilly and Company,2022-12-05,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBY_05DEC2022/SAP_SAP_001.pdf,2026-06-15T12:18:28.997532
J4Z-MC-GIDI,NCT06901349,"A Study of Bimagrumab (LY3985863) and Tirzepatide (LY3298176), Alone or in Combination, in Participants With Obesity or Overweight With Type 2 Diabetes",Phase 2,Eli Lilly and Company,2025-05-23,N/A,N/A,no_documents,,2026-06-15T12:18:28.997993
00855196,NCT07640139,Estimating the Impact of Obesity Medications on Clinical and Economic Outcomes,N/A (Observational),Indiana University,2026-01-01,N/A,N/A,no_documents,,2026-06-15T12:18:28.998137
W8M-MC-LAA2,NCT06603571,"A Study to Investigate Weight Management With LY3841136 and Tirzepatide (LY3298176), Alone or in Combination, in Adult Participants With Obesity or Overweight With Type 2 Diabetes",Phase 2,Eli Lilly and Company,2024-09-20,N/A,N/A,no_documents,,2026-06-15T12:18:28.998226
MCC-20899,NCT04923542,Stereotactic Radiation & Abemaciclib in the Management of HR+/HER2- Breast Cancer Brain Metastases,Phase 1/Phase 2,H. Lee Moffitt Cancer Center and Research Institute,2021-11-30,N/A,N/A,no_documents,,2026-06-15T12:18:28.998323
22-490,NCT05608252,VS-6766+Abema+Fulv in Met HR+/HER- BC,Phase 1/Phase 2,Adrienne G. Waks,2023-02-23,N/A,N/A,no_documents,,2026-06-15T12:18:28.998437
J3L-MC-EZEH,NCT06916078,"A Study of Lepodisiran (LY3819469) in Participants With Normal, Mild, Moderate, or Severe Liver Function",Phase 1,Eli Lilly and Company,2025-04-23,N/A,N/A,no_documents,,2026-06-15T12:18:28.998520
J5Q-OX-JRDA,NCT06607185,A Study of the Pan-KRAS Inhibitor LY4066434 in Participants With KRAS Mutant Solid Tumors,Phase 1,Eli Lilly and Company,2024-10-21,N/A,N/A,no_documents,,2026-06-15T12:18:28.998617
J2N-OX-JZNT,NCT06194214,A Drug Drug Interaction (DDI) Study of Pirtobrutinib (LOXO-305) and Digoxin (P-Glycoprotein Substrate) in Healthy Participants,Phase 1,Eli Lilly and Company,2021-03-11,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2N-OX-JZNT_11MAR2021/Prot_Prot_000.pdf,2026-06-15T12:18:30.496788
J2N-OX-JZNT,NCT06194214,A Drug Drug Interaction (DDI) Study of Pirtobrutinib (LOXO-305) and Digoxin (P-Glycoprotein Substrate) in Healthy Participants,Phase 1,Eli Lilly and Company,2021-03-11,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2N-OX-JZNT_11MAR2021/SAP_SAP_001.pdf,2026-06-15T12:18:31.690194
J4E-MC-FR01,NCT05911841,A Study of LY3454738 in the Treatment of Adult Participants With Moderate-to-Severe Atopic Dermatitis,Phase 2,Eli Lilly and Company,2023-06-21,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J4E-MC-FR01_21JUN2023/Prot_Prot_000.pdf,2026-06-15T12:18:33.240093
J4E-MC-FR01,NCT05911841,A Study of LY3454738 in the Treatment of Adult Participants With Moderate-to-Severe Atopic Dermatitis,Phase 2,Eli Lilly and Company,2023-06-21,Prot,Prot_001.pdf,downloaded,lilly_trial_docs/J4E-MC-FR01_21JUN2023/Prot_Prot_001.pdf,2026-06-15T12:18:34.594201
J4E-MC-FR01,NCT05911841,A Study of LY3454738 in the Treatment of Adult Participants With Moderate-to-Severe Atopic Dermatitis,Phase 2,Eli Lilly and Company,2023-06-21,SAP,SAP_002.pdf,downloaded,lilly_trial_docs/J4E-MC-FR01_21JUN2023/SAP_SAP_002.pdf,2026-06-15T12:18:35.700057
J4E-MC-FR01,NCT05911841,A Study of LY3454738 in the Treatment of Adult Participants With Moderate-to-Severe Atopic Dermatitis,Phase 2,Eli Lilly and Company,2023-06-21,SAP,SAP_003.pdf,downloaded,lilly_trial_docs/J4E-MC-FR01_21JUN2023/SAP_SAP_003.pdf,2026-06-15T12:18:36.898976
J2G-MC-JZPA,NCT05324124,A Study of the Effect of Food on Selpercatinib (LY3527723) in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2022-04-19,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2G-MC-JZPA_19APR2022/Prot_Prot_000.pdf,2026-06-15T12:18:38.391187
J2G-MC-JZPA,NCT05324124,A Study of the Effect of Food on Selpercatinib (LY3527723) in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2022-04-19,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2G-MC-JZPA_19APR2022/SAP_SAP_001.pdf,2026-06-15T12:18:39.914273
J3R-MC-YDAL,NCT07392190,A Study of Eloralintide (LY3841136) in Participants With Persistent Obesity Who Are Treated With a Weekly Incretin,Phase 3,Eli Lilly and Company,2026-02-10,N/A,N/A,no_documents,,2026-06-15T12:18:39.914642
J3T-OX-JZTA,NCT05241834,A Study of LOXO-260 in Cancer Patients With a Change in a Particular Gene (RET) That Has Not Responded to Treatment,Phase 1,Eli Lilly and Company,2022-03-23,N/A,N/A,no_documents,,2026-06-15T12:18:39.914837
J2A-MC-GZGS,NCT05803421,A Study of Daily Oral Orforglipron (LY3502970) Compared With Insulin Glargine in Participants With Type 2 Diabetes and Obesity or Overweight at Increased Cardiovascular Risk,Phase 3,Eli Lilly and Company,2023-04-03,N/A,N/A,no_documents,,2026-06-15T12:18:39.914945
J1G-GH-LAKE,NCT07346495,A Study of Remternetug (LY3372993) in Healthy Chinese Participants,Phase 1,Eli Lilly and Company,2026-01-31,N/A,N/A,no_documents,,2026-06-15T12:18:39.915078
J3L-MC-EZED,NCT05841277,A Study of LY3819469 in Participants With Impaired and Normal Renal Function,Phase 1,Eli Lilly and Company,2023-04-25,N/A,N/A,no_documents,,2026-06-15T12:18:39.915165
J1I-MC-GZBM,NCT05882045,A Study of Retatrutide (LY3437943) in Participants With Obesity and Cardiovascular Disease,Phase 3,Eli Lilly and Company,2023-05-30,N/A,N/A,no_documents,,2026-06-15T12:18:39.915225
I6T-MC-AMCG,NCT07446101,A Study of Mirikizumab Solution (LY3074828) in Healthy Participants,Phase 1,Eli Lilly and Company,2026-03-24,N/A,N/A,no_documents,,2026-06-15T12:18:39.915306
J2T-MC-KGBP,NCT05372419,A Study of (LY3650150) Lebrikizumab to Assess the Safety and Efficacy of Adult and Adolescent Participants With Moderate-to-Severe Atopic Dermatitis and Skin of Color,Phase 3,Eli Lilly and Company,2023-01-12,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBP_12JAN2023/Prot_Prot_000.pdf,2026-06-15T12:18:41.292010
J2T-MC-KGBP,NCT05372419,A Study of (LY3650150) Lebrikizumab to Assess the Safety and Efficacy of Adult and Adolescent Participants With Moderate-to-Severe Atopic Dermatitis and Skin of Color,Phase 3,Eli Lilly and Company,2023-01-12,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBP_12JAN2023/SAP_SAP_001.pdf,2026-06-15T12:18:42.434158
J3P-MC-FTAD,NCT05602675,A Drug Interaction Study of LY3871801 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-11-02,N/A,N/A,no_documents,,2026-06-15T12:18:42.434434
J1I-MC-GZBZ,NCT06260722,Effect of Retatrutide Compared With Semaglutide in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Metformin With or Without SGLT2 Inhibitor (TRANSCEND-T2D-2),Phase 3,Eli Lilly and Company,2024-02-21,N/A,N/A,no_documents,,2026-06-15T12:18:42.434567
J2S-MC-GZMJ,NCT07286175,A Study of Brenipatide in Adult Participants With Bipolar Disorder (RENEW-Bipolar-1),Phase 2,Eli Lilly and Company,2025-11-24,N/A,N/A,no_documents,,2026-06-15T12:18:42.434694
I8P-MC-OXAG,NCT05623839,A Study of LY3305677 in Participants With Obesity Or Overweight,Phase 1,Eli Lilly and Company,2022-11-16,N/A,N/A,no_documents,,2026-06-15T12:18:42.434796
I8H-MC-BDCU,NCT05275400,A Study of Insulin Efsitora Alfa (LY3209590) Compared With Insulin Degludec in Participants With Type 2 Diabetes Currently Treated With Basal Insulin,Phase 3,Eli Lilly and Company,2022-03-08,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8H-MC-BDCU_08MAR2022/Prot_Prot_000.pdf,2026-06-15T12:18:43.880486
I8H-MC-BDCU,NCT05275400,A Study of Insulin Efsitora Alfa (LY3209590) Compared With Insulin Degludec in Participants With Type 2 Diabetes Currently Treated With Basal Insulin,Phase 3,Eli Lilly and Company,2022-03-08,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8H-MC-BDCU_08MAR2022/SAP_SAP_001.pdf,2026-06-15T12:18:45.009049
J5J-OX-JZZA,NCT06586515,"MOONRAY-01, A Study of LY3962673 in Participants With KRAS G12D-Mutant Solid Tumors",Phase 1,Eli Lilly and Company,2024-09-12,N/A,N/A,no_documents,,2026-06-15T12:18:45.009678
MINERVA,NCT05362760,Combination of Abemaciclib and Endocrine Therapy in Hormone Receptor Positive HER2 Negative Locally Advanced or Metastatic Breast Cancer With Focus on Digital Side Effect Management,Phase 4,Prof. Wolfgang Janni,2022-04-27,N/A,N/A,no_documents,,2026-06-15T12:18:45.009912
I1F-MC-RHCG,NCT04527380,A Study of Ixekizumab (LY2439821) in Children With Juvenile Idiopathic Arthritis Categories of Enthesitis-related Arthritis (Including Juvenile Onset Ankylosing Spondylitis) and Juvenile Psoriatic Arthritis,Phase 3,Eli Lilly and Company,2021-04-13,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I1F-MC-RHCG_13APR2021/Prot_Prot_000.pdf,2026-06-15T12:18:46.439723
I1F-MC-RHCG,NCT04527380,A Study of Ixekizumab (LY2439821) in Children With Juvenile Idiopathic Arthritis Categories of Enthesitis-related Arthritis (Including Juvenile Onset Ankylosing Spondylitis) and Juvenile Psoriatic Arthritis,Phase 3,Eli Lilly and Company,2021-04-13,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I1F-MC-RHCG_13APR2021/SAP_SAP_001.pdf,2026-06-15T12:18:48.646534
J1I-MC-GZQG,NCT06982859,A Study to Evaluate the Effect of Retatrutide on Insulin Secretion and Insulin Sensitivity in Adult Participants With Type 2 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2025-06-02,N/A,N/A,no_documents,,2026-06-15T12:18:48.646923
J3R-MC-YDAG,NCT07321886,"A Study of Eloralintide (LY3841136) in Participants With Obesity, or Overweight Without Type 2 Diabetes",Phase 3,Eli Lilly and Company,2026-02-06,N/A,N/A,no_documents,,2026-06-15T12:18:48.647046
24-2191,NCT06696014,Mirikizumab Real World Protocol,N/A (Observational),"University of North Carolina, Chapel Hill",2025-05-08,N/A,N/A,no_documents,,2026-06-15T12:18:48.647132
I4V-MC-JAJK,NCT07222332,A Study of Baricitinib (LY3009104) to Preserve Beta Cell Function in Children and Adults Newly Diagnosed With Type 1 Diabetes (BARICADE-PRESERVE),Phase 3,Eli Lilly and Company,2026-02-05,N/A,N/A,no_documents,,2026-06-15T12:18:48.647199
J2A-MC-GZPJ,NCT06370728,A Drug-Drug Interaction (DDI) Study of Orforglipron With Carbamazepine in Healthy Participants,Phase 1,Eli Lilly and Company,2024-05-06,N/A,N/A,no_documents,,2026-06-15T12:18:48.647290
J2A-MC-GZPV,NCT07613307,A Study of Orforglipron (LY3502970) in Participants With Type 2 Diabetes Who Observe Ramadan Fasting,Phase 3,Eli Lilly and Company,2026-05,N/A,N/A,no_documents,,2026-06-15T12:18:48.647359
J2A-MC-GZPQ,NCT06824051,A Study of Orforglipron (LY3502970) in Adult Participants With Obesity or Overweight,Phase 1,Eli Lilly and Company,2025-02-17,N/A,N/A,no_documents,,2026-06-15T12:18:48.647463
LCCC2437-DCT,NCT06896162,PROGRESS: Precision Oncology Using Genomic Reflexive Evaluations for Study Selection and Survival,N/A,UNC Lineberger Comprehensive Cancer Center,2025-06-27,N/A,N/A,no_documents,,2026-06-15T12:18:48.647534
J2T-MC-KGBJ/DRM06-AD16,NCT05735483,A Study to Assess the Long-Term Safety and Efficacy of Lebrikizumab (LY3650150) in Participants 6 Months to <18 Years of Age With Moderate-to-Severe Atopic Dermatitis,Phase 3,Eli Lilly and Company,2023-03-09,N/A,N/A,no_documents,,2026-06-15T12:18:48.647607
J2V-MC-GZLD,NCT06557356,A Study of LY3532226 in Participants With Obesity,Phase 1,Eli Lilly and Company,2024-08-16,N/A,N/A,no_documents,,2026-06-15T12:18:48.647691
H0P-MC-NP02,NCT05177094,Chronic Pain Master Protocol (CPMP): A Study of LY3526318 in Participants With Diabetic Peripheral Neuropathic Pain,Phase 2,Eli Lilly and Company,2022-01-26,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/H0P-MC-NP02_26JAN2022/Prot_Prot_000.pdf,2026-06-15T12:18:50.131608
H0P-MC-NP02,NCT05177094,Chronic Pain Master Protocol (CPMP): A Study of LY3526318 in Participants With Diabetic Peripheral Neuropathic Pain,Phase 2,Eli Lilly and Company,2022-01-26,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/H0P-MC-NP02_26JAN2022/SAP_SAP_001.pdf,2026-06-15T12:18:51.504023
I5T-MC-AACM,NCT05026866,A Donanemab (LY3002813) Study in Participants With Preclinical Alzheimer's Disease (TRAILBLAZER-ALZ 3),Phase 3,Eli Lilly and Company,2021-08-27,N/A,N/A,no_documents,,2026-06-15T12:18:51.504996
J4O-MC-EZHA,NCT06148272,A Study of LY3971297 in Healthy Participants,Phase 1,Eli Lilly and Company,2023-12-07,N/A,N/A,no_documents,,2026-06-15T12:18:51.505274
J4G-OX-JZVC,NCT06641037,A Study of LY3866288 in Healthy Participants,Phase 1,Eli Lilly and Company,2024-10-17,N/A,N/A,no_documents,,2026-06-15T12:18:51.505462
J4P-MC-IYAC,NCT07215312,A Study of LY3938577 in Participants With Type 2 Diabetes Previously Treated With Basal Insulin,Phase 2,Eli Lilly and Company,2025-10-13,N/A,N/A,no_documents,,2026-06-15T12:18:51.505718
J1I-MC-GZBP,NCT06662383,A Study of Retatrutide (LY3437943) Compared to Tirzepatide (LY3298176) in Adults Who Have Obesity,Phase 3,Eli Lilly and Company,2024-11-01,N/A,N/A,no_documents,,2026-06-15T12:18:51.505935
23-131,NCT06007937,A Study of Lorlatinib in Combination With Ramucirumab in People With Lung Cancer,Phase 1/Phase 2,Memorial Sloan Kettering Cancer Center,2023-08-17,N/A,N/A,no_documents,,2026-06-15T12:18:51.506343
J2N-US-I010,NCT06553872,Phase 2 Open Label Randomized Study of Pirtobrutinib and Brexucabtagene Autoleucel in R/R MCL,Phase 2,H. Lee Moffitt Cancer Center and Research Institute,2024-08-23,N/A,N/A,no_documents,,2026-06-15T12:18:51.506592
Pro00117470,NCT07191873,Tirzepatide in Idiopathic Intracranial Hypertension Trial,Phase 4,Duke University,2026-02,N/A,N/A,no_documents,,2026-06-15T12:18:51.506778
J2A-MC-GZPO,NCT06993792,A Master Protocol for Orforglipron (LY3502970) in Participants With Obesity or Overweight With and Without Type 2 Diabetes,Phase 3,Eli Lilly and Company,2025-05-15,N/A,N/A,no_documents,,2026-06-15T12:18:51.506915
NCI-2022-02019,NCT05167409,A Study of Evorpacept (ALX148) With Cetuximab and Pembrolizumab for Refractory Microsatellite Stable Metastatic Colorectal Cancer,Phase 2,"University of Colorado, Denver",2022-07-28,N/A,N/A,no_documents,,2026-06-15T12:18:51.507061
J3E-MC-EZDA,NCT04768855,A Study of LY3540378 in Healthy Participants,Phase 1,Eli Lilly and Company,2021-03-17,N/A,N/A,no_documents,,2026-06-15T12:18:51.507216
I8H-MC-BDCX,NCT05362058,A Study of Insulin Efsitora Alfa (LY3209590) Compared to Degludec in Adults With Type 2 Diabetes Who Are Starting Basal Insulin for the First Time,Phase 3,Eli Lilly and Company,2022-06-03,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8H-MC-BDCX_03JUN2022/Prot_Prot_000.pdf,2026-06-15T12:18:52.952370
I8H-MC-BDCX,NCT05362058,A Study of Insulin Efsitora Alfa (LY3209590) Compared to Degludec in Adults With Type 2 Diabetes Who Are Starting Basal Insulin for the First Time,Phase 3,Eli Lilly and Company,2022-06-03,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8H-MC-BDCX_03JUN2022/SAP_SAP_001.pdf,2026-06-15T12:18:54.132708
J2S-MC-GZMO,NCT07223840,A Study of Brenipatide in Adults Who Quit Smoking Cigarettes and Want to Avoid Relapse,Phase 2,Eli Lilly and Company,2025-11-03,N/A,N/A,no_documents,,2026-06-15T12:18:54.133262
J2A-MC-GZGI,NCT05051579,A Study of LY3502970 in Participants With Obesity or Overweight With Weight-related Comorbidities,Phase 2,Eli Lilly and Company,2021-09-29,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGI_29SEP2021/Prot_Prot_000.pdf,2026-06-15T12:18:55.752550
J2A-MC-GZGI,NCT05051579,A Study of LY3502970 in Participants With Obesity or Overweight With Weight-related Comorbidities,Phase 2,Eli Lilly and Company,2021-09-29,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGI_29SEP2021/SAP_SAP_001.pdf,2026-06-15T12:18:57.149511
I8F-IN-GPIZ,NCT07438444,A Study of Tirzepatide (LY3298176) in Adult Participants in India With Either Type 2 Diabetes Mellitus or Obesity,Phase 4,Eli Lilly and Company,2026-02-27,N/A,N/A,no_documents,,2026-06-15T12:18:57.149973
Emgality in breast milk,NCT06085144,Emgality for Migraine in Breastmilk,N/A (Observational),"University of California, San Francisco",2024-02-26,N/A,N/A,no_documents,,2026-06-15T12:18:57.150145
J2J-MC-JZLB,NCT04647487,A Study of LY3484356 in Women With Breast Cancer Before Having Surgery,Phase 1,Eli Lilly and Company,2021-04-21,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLB_21APR2021/Prot_Prot_000.pdf,2026-06-15T12:18:58.341775
J2J-MC-JZLB,NCT04647487,A Study of LY3484356 in Women With Breast Cancer Before Having Surgery,Phase 1,Eli Lilly and Company,2021-04-21,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLB_21APR2021/SAP_SAP_001.pdf,2026-06-15T12:18:59.848166
NCI-2020-00677,NCT04285671,Necitumumab and Trastuzumab in Combination With Osimertinib for the Treatment of Refractory Epidermal Growth Factor Receptor (EGFR)-Mutated Stage IV Non-small Cell Lung Cancer,Phase 1/Phase 2,Jonsson Comprehensive Cancer Center,2021-01-29,N/A,N/A,no_documents,,2026-06-15T12:18:59.848678
J1A-MC-KDAI,NCT05959109,A Relative Bioavailability Study of Peresolimab (LY3462817) Formulations in Healthy Participants,Phase 1,Eli Lilly and Company,2023-07-21,N/A,N/A,no_documents,,2026-06-15T12:18:59.848828
J2G-MC-JZJZ,NCT05089019,A Study Comparing Two Formulations of Selpercatinib (LY3527723) in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2021-10-29,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2G-MC-JZJZ_29OCT2021/Prot_Prot_000.pdf,2026-06-15T12:19:01.343955
J2G-MC-JZJZ,NCT05089019,A Study Comparing Two Formulations of Selpercatinib (LY3527723) in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2021-10-29,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2G-MC-JZJZ_29OCT2021/SAP_SAP_001.pdf,2026-06-15T12:19:02.746362
H0P-MC-NP05,NCT05620576,A Chronic Pain Master Protocol (CPMP): A Study of LY3857210 in Participants With Diabetic Peripheral Neuropathic Pain (NP05).,Phase 2,Eli Lilly and Company,2022-11-14,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/H0P-MC-NP05_14NOV2022/Prot_Prot_000.pdf,2026-06-15T12:19:03.908401
